unique_name	taxid	S_Normal_25_008M	S_Normal_25_068M	S_Normal_25_102M	S_Normal_50_008M	S_Normal_50_068M	S_Normal_50_102M	S_Normal_100_008M	S_Normal_100_068M	S_Normal_100_102M	S_Normal_150_008M	S_Normal_150_068M	S_Normal_150_102M	S_Normal_200_008M	S_Normal_200_068M	S_Normal_200_102M	S_Normal_400_008M	S_Normal_400_068M	S_Normal_400_102M	S_Normal_25_17M	S_Normal_25_34M	S_Normal_50_17M	S_Normal_50_34M	S_Normal_100_17M	S_Normal_100_34M	S_Normal_150_17M	S_Normal_150_34M	S_Normal_200_17M	S_Normal_200_34M	S_Normal_400_17M	S_Normal_400_34M
Cyanobium gracile	59930	0	0	0	0	0	0	0	0.0022	0	0	0	0	0	0	0.0138	0.0027	0	0.001	0	0	0	0	0	0	0.0021	0	0.0018	0.001	0.0013	0
Clostridium taeniosporum	394958	0	0	0	0	0	0	0	0	0	0.0029	0	0	0	0	0	0.0033	0	0	0	0	0	0	0	0	0	0.0066	0.0007	0	0.0028	0.0021
Aliivibrio fischeri	668	0	0	0	0	0	0	0	0.0054	0	0	0	0	0.0021	0.0004	0	0	0	0	0	0	0	0	0	0	0	0.0062	0	0	0	0.0022
Mageeibacillus indolicus	884684	0	0	0	0	0	0	0	0	0	0.0026	0	0.0108	0	0	0	0.0026	0.0004	0	0	0	0	0	0	0	0	0	0	0	0.0012	0
Helicobacter acinonychis	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0004	0.0004	0.0014	0.0014	0	0	0	0	0	0.0086	0	0	0	0.0007	0.0008	0.0003
Neisseria gonorrhoeae	485	0	0	0	0.004	0	0	0	0.0001	0.0131	0	0.0006	0	0	0.0001	0	0.0022	0	0	0	0	0	0	0	0	0	0.0029	0	0.001	0.0041	0.0002
Rhodopirellula baltica	265606	0	0	0	0	0	0	0	0.002	0	0	0	0	0	0	0	0.0043	0.0004	0	0	0	0	0	0.0024	0	0.0084	0	0.0014	0.0068	0.0029	0
Actinosynnema mirum	40567	0	0	0	0	0	0	0	0	0	0.007	0	0	0	0	0	0	0.0072	0	0	0	0	0	0	0	0	0	0	0	0	0
Photobacterium gaetbulicola	1295392	0	0	0	0	0	0	0	0	0	0.0068	0	0	0.0106	0	0	0	0	0	0	0	0	0	0	0	0.0032	0	0	0	0.0017	0
Streptomyces scabiei	1930	0	0	0	0	0	0	0	0	0	0	0	0.0018	0	0	0	0	0.0042	0.0013	0.0734	0.028	0	0	0	0	0	0.0372	0	0	0.0021	0.0009
Lachnoclostridium phytofermentans	66219	0	0	0	0	0	0	0	0	0	0.0066	0.0053	0	0	0.0033	0.0008	0.0027	0	0	0	0	0	0.0054	0	0	0	0	0	0.0061	0	0.015
Xenorhabdus poinarii	40577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0012	0.0268	0	0	0	0	0	0.0078	0.0008	0	0.0012	0.0012	0.0016
Caldicellulosiruptor hydrothermalis	413888	0	0	0	0	0	0	0	0	0.0062	0	0.0011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0029	0	0.0026	0.0024
Agromyces aureus	453304	0	0	0	0	0	0	0	0	0	0	0	0.0062	0	0	0.008	0.006	0	0.0017	0	0	0	0	0	0	0	0	0	0.0087	0	0
Corynebacterium nuruki	1032851	0	0	0	0	0	0	0	0	0	0	0	0	0.0198	0	0	0.0019	0	0	0	0	0	0	0	0.0038	0	0	0.0095	0	0.0009	0
Microlunatus phosphovorus	29405	0	0	0	0	0	0	0	0	0	0	0	0	0.0052	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0012	0	0	0.0013
Salinivirga cyanobacteriivorans	1307839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0052	0	0	0.0033	0	0	0	0	0	0	0	0	0	0	0.0108	0.001
Corynebacterium ulcerans	65058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0031	0	0	0	0	0	0.0092	0	0.0169	0	0	0	0
Renibacterium salmoninarum	1646	0	0.0069	0	0	0	0	0	0	0	0.0035	0	0	0	0.0006	0	0	0.0008	0	0	0	0	0	0	0	0	0	0.0017	0	0.0009	0.0013
Gluconacetobacter diazotrophicus	33996	0	0	0	0	0	0	0	0	0	0	0	0.0019	0	0.003	0.0056	0	0	0.0011	0	0	0.0108	0	0	0	0	0	0.0084	0.0008	0.0021	0.0023
Desulfotomaculum nigrificans	1565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0014	0	0	0	0	0	0.0051	0	0	0	0	0.0071	0	0	0.0013
Staphylococcus hyicus	1284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0039	0	0.0013	0	0	0	0	0	0.0078	0	0.0015	0	0	0	0.0002	0
Lysobacter gummosus	262324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0052	0	0.0006	0	0	0	0	0.0134	0	0	0.0168	0.0069	0	0.0045	0.0011	0.0009
Pseudorhodoplanes sinuspersici	1235591	0	0	0	0	0	0	0	0	0	0	0	0	0.0167	0	0	0	0.002	0.0017	0	0	0	0	0.0032	0	0	0	0	0	0.0069	0
Kluyvera intermedia	61648	0	0	0	0.0052	0	0	0	0	0	0	0	0	0	0	0	0.0033	0.0016	0	0	0	0.0001	0	0	0	0	0	0	0	0.0068	0
Niastella koreensis	354356	0	0	0	0	0	0	0	0	0.005	0	0	0	0	0	0	0	0.0005	0.0064	0	0	0	0	0	0	0.0099	0	0	0.0119	0.0238	0.0027
Mycobacterium shinjukuense	398694	0	0	0	0	0	0	0	0	0	0	0	0.0021	0	0	0	0.0019	0.003	0.0036	0	0	0	0	0	0	0	0	0.0021	0	0	0
Mucilaginibacter gossypii	551996	0	0	0	0	0	0	0	0	0	0.0135	0	0	0.0032	0	0	0.0132	0.0043	0.0013	0	0	0	0	0	0	0	0	0	0.0062	0	0.0022
Asticcacaulis excentricus	78587	0	0	0	0	0	0	0.0035	0	0	0	0	0.0036	0	0.0127	0	0	0.0011	0	0	0	0	0	0	0.0107	0.0242	0	0	0.0101	0.0037	0
Beijerinckia indica	533	0	0	0	0	0	0	0	0	0	0	0.0151	0	0.002	0	0	0	0	0.0037	0	0	0	0	0.0097	0	0	0	0	0	0	0
Shewanella violacea	60217	0	0	0	0.0028	0	0	0	0	0	0	0	0	0	0.0043	0.0001	0	0.0006	0	0	0	0	0	0	0	0	0.0002	0.0043	0	0	0
Thermobifida fusca	2021	0	0	0	0	0	0	0	0	0	0	0	0	0.0014	0	0.0054	0.0003	0	0.0012	0	0	0	0	0	0.0016	0.0027	0	0	0	0	0
Sulfuricurvum kujiense	148813	0	0	0	0	0	0	0	0	0	0.0012	0	0	0	0.0074	0.0029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Truepera radiovictrix	332249	0	0	0	0	0	0	0	0.0028	0	0	0	0	0	0	0	0.0018	0.0005	0	0	0	0	0	0	0	0	0.0011	0	0	0.0008	0.0011
Hungateiclostridium thermocellum	1515	0	0	0	0	0	0	0	0.0112	0	0	0	0	0.0005	0	0	0	0.0023	0	0	0	0	0	0	0	0	0.0129	0	0	0	0
Rickettsia typhi	785	0	0	0	0	0	0	0	0	0.0029	0.002	0.0005	0	0	0.0017	0	0.002	0.0003	0.0013	0	0	0	0	0	0	0.0003	0	0.0041	0	0	0
Corynebacterium mustelae	571915	0	0	0	0	0	0	0	0	0.0022	0	0.0046	0	0	0	0	0.0004	0.001	0	0	0	0	0	0	0	0	0	0	0.0094	0	0.0004
Mycobacterium conspicuum	44010	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0024	0	0	0.0097	0	0	0.1336	0	0	0.0237	0	0	0	0	0.0095	0	0
Leptospira kmetyi	408139	0	0	0	0	0	0	0	0	0	0	0	0.0081	0	0	0	0.0011	0.0007	0	0	0	0	0	0	0	0	0	0.0028	0.0029	0	0
Muricauda ruestringensis	111501	0	0	0	0	0	0	0	0	0	0	0	0.0043	0	0	0	0	0	0.0008	0	0	0	0	0.0048	0	0	0	0	0	0.0016	0.0002
Corynebacterium argentoratense	42817	0	0	0	0	0.0111	0	0	0.0036	0	0.001	0	0.0003	0	0	0	0.001	0.0009	0.0007	0	0	0	0.0059	0.0057	0.003	0	0	0	0.0012	0	0.0019
Leptotrichia buccalis	40542	0	0	0	0	0	0.0003	0	0.008	0	0	0	0	0	0.0032	0.0054	0	0.0009	0.0014	0	0	0	0	0	0	0	0	0.0026	0.0008	0.0008	0
Providencia rustigianii	158850	0	0	0	0	0	0	0	0	0	0	0	0	0.0011	0	0	0.0006	0	0.0031	0	0	0	0	0	0	0.006	0	0	0	0	0
Vibrio nigripulchritudo	28173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0017	0	0	0	0	0	0	0	0	0	0	0	0	0.0009	0.0018
Spirosoma montaniterrae	1178516	0	0	0	0	0	0	0.0051	0	0	0	0	0	0.0078	0	0.003	0.0025	0.002	0	0	0	0	0	0	0	0	0	0	0	0.0038	0
Oceanithermus profundus	187137	0	0	0	0	0	0	0	0	0	0	0	0	0.0056	0	0	0.0006	0	0.0026	0	0	0	0	0.0047	0	0	0	0	0	0.0003	0
Pediococcus claussenii	187452	0	0	0	0	0	0	0	0	0.0098	0	0	0	0	0	0	0	0	0.004	0	0	0	0	0	0	0	0.0046	0	0	0.0012	0.0001
Sulfurimonas autotrophica	202747	0	0	0	0	0	0	0.0123	0	0	0	0	0	0	0	0	0.0004	0	0.0003	0	0	0	0	0	0	0	0	0	0	0.0021	0
Dickeya dianthicola	204039	0	0	0	0	0	0	0	0	0	0.0054	0	0	0.003	0	0	0.0012	0	0.0004	0	0	0	0	0	0	0	0	0	0	0	0
Corynebacterium aquilae	203263	0	0	0	0	0	0	0	0.0009	0	0	0	0	0	0.0076	0	0.0028	0.0004	0.0027	0	0	0	0	0	0	0	0	0	0	0	0.0002
Herbaspirillum rubrisubalbicans	80842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0118	0.0066	0	0	0	0	0	0	0.0154	0	0	0	0	0.0033
Leptotrichia hofstadii	157688	0	0	0	0	0	0.0004	0.0033	0	0	0.0052	0.0014	0	0.0072	0	0.0015	0	0.0001	0	0	0	0	0	0	0	0	0	0	0	0	0
Sulfuritalea hydrogenivorans	748811	0	0	0	0	0	0	0.0044	0.0048	0	0.0052	0	0	0.0017	0	0	0.0025	0.0014	0	0	0	0	0	0	0	0.004	0.0059	0	0	0.0017	0
Cardiobacterium hominis	2718	0	0	0	0	0	0	0	0	0	0.0011	0	0	0	0	0.0134	0.0003	0.0011	0.0013	0	0	0	0	0	0	0	0	0	0	0	0
Sphingopyxis alaskensis	117207	0	0	0	0	0	0	0	0	0	0.004	0.0043	0	0	0	0	0	0	0.0015	0	0	0	0	0	0	0	0	0.0028	0	0.001	0
Terriglobus roseus	392734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0006	0.0119	0	0	0	0	0	0	0	0	0	0	0	0.0009
Trueperella pyogenes	1661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003	0	0.0017	0	0	0	0	0	0	0	0	0	0.0007	0	0	0
Desulfarculus baarsii	453230	0	0	0	0	0	0	0	0	0	0.003	0	0	0	0	0.0017	0	0.0011	0.0002	0	0	0	0	0	0	0	0.0137	0.0199	0.0013	0	0
Bartonella bacilliformis	774	0	0	0	0	0	0	0	0	0	0.0003	0	0	0	0.0019	0	0	0	0.005	0	0	0	0	0	0	0.001	0.0028	0.0006	0	0.0003	0
Caldicellulosiruptor obsidiansis	717609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0077	0.0008	0.0001	0	0	0	0	0	0	0	0	0	0	0.0002	0
Streptococcus pseudoporcinus	361101	0	0	0	0	0	0	0	0	0	0.001	0	0.0083	0.0008	0	0.0008	0	0.0008	0.0016	0	0	0	0	0	0.0074	0	0	0	0.0006	0.0005	0.001
Paracoccus sanguinis	1545044	0	0	0	0	0	0	0	0	0	0	0.0025	0	0	0.0009	0	0.0013	0	0.0015	0	0.0001	0	0	0	0	0.023	0	0	0	0.0024	0.0005
Chania multitudinisentens	1639108	0	0	0	0	0	0	0	0.0046	0.0039	0	0	0	0	0	0	0	0.0006	0.0039	0	0	0.0569	0	0.0042	0	0	0	0	0.0048	0	0.0015
Pandoraea apista	93218	0	0	0	0	0	0.0121	0	0	0	0	0	0	0	0.0042	0	0	0	0	0	0	0	0	0	0	0	0	0.0037	0	0.0051	0
Dolosigranulum pigrum	29394	0	0	0	0	0	0	0	0	0	0.0034	0	0	0.0019	0.0017	0.0013	0.0057	0	0	0	0	0	0.001	0	0	0	0.0013	0	0.0016	0.0033	0.0007
Thermoanaerobacterium xylanolyticum	29329	0	0	0	0.006	0.007	0	0	0	0	0	0	0	0	0	0.0027	0	0	0.0003	0	0	0	0	0	0	0	0	0	0	0	0.005
Bartonella henselae	38323	0	0	0	0	0.0085	0	0	0	0.0035	0	0	0.0031	0.0003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0009	0.0002
Streptomyces pristinaespiralis	38300	0	0	0	0	0	0	0	0	0	0	0	0	0.0015	0	0	0	0	0.0027	0	0	0	0	0.0165	0	0	0	0	0.0106	0.0045	0.0068
Lactobacillus iners	147802	0	0	0	0	0	0	0	0	0	0	0	0.0035	0.0004	0	0	0.0018	0.0013	0.0004	0	0	0	0	0	0	0	0.0077	0	0	0	0.0004
Neisseria canis	493	0	0	0	0	0	0	0	0.0048	0	0.0054	0	0	0	0	0.0018	0	0	0	0	0	0	0	0	0	0	0	0	0.0113	0	0.0003
Neisseria mucosa	488	0	0	0	0	0	0	0	0.0005	0	0	0	0.0009	0	0	0	0.0006	0.0006	0	0	0	0	0	0	0	0	0	0	0	0.0001	0
Desulfotomaculum ferrireducens	1833852	0	0	0	0	0	0	0	0	0.0004	0	0	0.0047	0.0003	0.0027	0.0037	0.0001	0.0018	0	0	0	0	0	0	0	0	0	0	0	0.0024	0
Flavobacterium haoranii	683124	0	0	0	0	0	0.0085	0	0	0	0	0	0.0024	0	0	0	0.0081	0	0	0	0	0	0	0	0	0.0006	0	0	0	0.0007	0.0005
Bradyrhizobium oligotrophicum	44255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0121	0	0	0	0	0.0358	0	0	0	0	0	0	0	0.0042	0.0087
Caulobacter vibrioides	155892	0	0	0	0	0	0	0	0	0	0	0.0058	0	0.0085	0	0	0.0006	0.0023	0.0011	0	0	0	0	0	0	0	0	0.0028	0	0	0
Halanaerobium hydrogeniformans	656519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0006	0	0.0009	0.0007	0.0055	0	0	0.0088	0.0159	0	0	0	0	0	0.0003	0
Corynebacterium pseudotuberculosis	1719	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0.0009	0	0.0003	0	0	0	0	0	0	0	0.0005	0	0.0009	0.0007	0.0054
Orientia tsutsugamushi	784	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0012	0	0.0079	0.0007	0.001	0	0	0	0.0032	0	0	0	0	0	0	0	0
Sulfurospirillum multivorans	66821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0138	0	0	0	0	0	0	0	0	0	0	0	0	0.0018	0.0032	0
Porphyromonas crevioricanis	393921	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0066	0	0.0022	0.0011	0	0	0	0	0	0	0	0	0	0.0005	0	0	0
Acidipropionibacterium acidipropionici	1748	0	0	0	0	0.0111	0	0	0	0	0	0	0	0	0.0025	0	0.0019	0.0012	0	0	0	0	0	0.0057	0	0	0	0	0	0	0
Geodermatophilus obscurus	1861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0006	0	0	0	0	0	0	0	0	0	0.0019	0	0.0018
Neisseria flavescens	484	0	0	0	0	0	0.0117	0	0	0.0025	0	0	0	0	0	0.0023	0.0006	0.0019	0	0	0	0	0	0.0101	0	0	0	0	0.0032	0.0011	0
Chlamydia trachomatis	813	0	0	0	0	0	0	0	0	0	0.0008	0	0	0	0.007	0	0	0.0004	0.0042	0	0	0.0047	0	0	0	0	0	0	0.0007	0	0
Bifidobacterium actinocoloniiforme	638619	0	0	0	0	0	0	0.0011	0.0033	0	0.0057	0	0	0	0	0.001	0	0	0.001	0.0266	0	0	0	0	0	0.0023	0	0.0007	0	0.0009	0.0012
Weissella paramesenteroides	1249	0	0	0	0	0.0102	0	0	0	0	0	0	0	0	0	0.0042	0	0.0027	0	0	0	0	0	0	0	0	0	0	0	0	0
Corynebacterium camporealensis	161896	0	0	0	0	0	0	0	0	0	0.006	0	0	0.0011	0.0038	0.002	0.0013	0.0016	0.0013	0	0	0	0	0	0	0	0	0	0	0	0
Tenacibaculum mesophilum	104268	0	0	0	0	0	0.0134	0	0.0009	0	0	0.0011	0	0.0014	0	0	0.0004	0.0006	0	0	0	0	0	0	0	0	0	0	0.0042	0.0029	0
Clostridium chauvoei	46867	0	0	0	0	0	0	0.0059	0	0	0	0	0	0.0045	0	0.0007	0	0	0	0	0	0	0	0	0.0008	0	0	0	0	0	0
Hippea maritima	84405	0	0	0	0	0	0	0	0	0	0.0082	0	0	0	0	0.0011	0	0	0	0	0	0	0	0	0	0	0.0008	0	0	0	0.0003
Streptobacillus moniliformis	34105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0005	0	0	0	0	0	0	0.0041	0	0	0	0	0	0	0
Weissella confusa	1583	0	0	0	0	0	0	0	0	0	0.0137	0	0	0	0	0.0019	0	0	0	0	0	0	0	0.0099	0	0	0	0	0	0	0
Streptococcus parasanguinis	1318	0	0	0	0	0	0	0	0	0	0.003	0	0	0	0	0.0009	0	0.0001	0.0017	0	0	0	0.0169	0	0	0	0	0	0.0005	0	0
Roseomonas gilardii	257708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0013	0.0074	0.0017	0	0	0	0	0	0.0073	0.0235	0.0553	0.0011	0	0	0.0004
Pararhodospirillum photometricum	1084	0	0	0	0	0	0	0	0	0	0	0.0021	0	0	0.0014	0	0	0.002	0	0	0	0	0	0	0	0.0039	0.0092	0	0.0053	0	0
Methylotenera mobilis	359408	0	0	0	0	0	0	0.0017	0	0	0	0	0	0	0.0037	0	0	0	0	0	0	0	0	0.0127	0	0	0	0	0	0	0
Vibrio ponticus	265668	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0075	0	0.0011	0	0.0045	0	0	0	0	0	0	0	0	0	0.002	0.0001	0
Waddlia chondrophila	71667	0	0	0	0	0	0	0	0	0	0.008	0.0013	0	0	0	0	0.0011	0.002	0.0017	0	0	0	0	0	0	0	0	0	0	0	0.0011
Leptolyngbya boryana	1184	0	0	0	0	0	0	0	0	0	0.0037	0	0	0	0	0.0046	0	0	0	0	0	0	0	0	0	0.0027	0	0	0.0008	0	0.0037
Paracoccus denitrificans	266	0	0	0	0	0	0	0.0118	0	0	0	0	0	0	0	0	0	0.0033	0	0	0.0893	0	0	0.0017	0.0033	0.0001	0	0	0.0028	0	0.0009
Capnocytophaga gingivalis	1017	0.01	0	0	0	0	0	0	0	0	0.0018	0	0	0	0	0	0	0.0005	0	0	0	0	0	0	0	0	0	0	0.0084	0.0027	0
Variovorax paradoxus	34073	0.0001	0	0	0	0	0	0	0	0	0	0	0	0	0.0007	0	0	0	0	0	0	0	0	0	0	0.0015	0	0	0.0024	0.0018	0
Neisseria weaveri	28091	0	0	0	0	0	0	0	0	0	0	0.0007	0.0033	0	0	0	0	0	0.0008	0	0	0	0	0	0.0041	0	0	0	0	0.0016	0
Megamonas hypermegale	158847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0011	0.0009	0.0002	0	0	0	0	0.0024	0	0	0	0	0	0.0018	0.0049
Acetobacter persici	1076596	0	0	0	0	0.0034	0.0097	0	0	0	0	0	0	0.0043	0	0	0	0	0	0	0	0.0187	0	0	0	0	0.0258	0.0019	0.0029	0.0054	0.0015
Pseudoalteromonas phenolica	161398	0	0	0	0	0	0	0	0	0	0	0.0007	0	0.0006	0	0	0	0.01	0	0	0	0	0	0.015	0	0	0	0	0	0	0
Elusimicrobium minutum	423605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0026	0	0	0	0	0.0051	0.0002
Methyloceanibacter caenitepidi	1384459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0032	0	0.0006	0	0	0.0036	0	0	0	0	0	0	0	0	0
Erwinia tasmaniensis	338565	0	0	0	0	0	0	0	0.0087	0	0	0	0	0	0	0	0	0.0015	0.0009	0	0	0	0	0	0	0	0	0	0.0026	0	0
Methylophaga nitratireducenticrescens	754476	0	0	0	0	0	0	0	0	0.0058	0	0	0	0.0052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0008	0	0
Cloacibacillus porcorum	1197717	0	0	0	0	0.0031	0	0	0	0	0.0109	0	0	0	0	0	0.0009	0.0004	0	0	0	0	0	0	0	0	0	0	0	0	0
Janthinobacterium agaricidamnosum	55508	0	0	0	0	0	0	0	0	0	0	0.0037	0	0	0	0	0	0.0118	0	0	0	0	0	0	0	0	0.0031	0	0.0064	0	0
Legionella longbeachae	450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0059	0.0024	0	0	0	0	0	0	0.0051	0	0	0.001	0	0	0	0.0031
Streptococcus porcinus	1340	0	0	0	0	0	0	0	0	0	0	0.0003	0	0	0	0.0012	0	0.0017	0	0	0	0	0	0	0	0	0.0003	0	0	0	0
Polynucleobacter asymbioticus	576611	0	0	0	0	0	0	0	0.0037	0	0	0	0.0043	0	0	0	0.0011	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus canis	1329	0	0	0	0	0	0	0	0	0	0	0.0145	0	0	0	0	0	0	0	0	0.0127	0	0	0	0	0	0	0	0	0	0
Acetobacter pasteurianus	438	0	0	0	0	0	0	0	0	0.0028	0	0.0108	0	0.0029	0	0	0.0006	0	0.0017	0.0275	0	0	0	0	0	0.0276	0	0.0016	0	0	0
Gemmatimonas aurantiaca	173480	0	0	0	0	0	0	0.0063	0	0	0	0	0	0	0	0	0.003	0	0	0	0	0	0	0	0	0.0044	0	0.005	0	0	0
Thermus oshimai	56957	0	0	0	0	0	0	0	0	0	0.0108	0	0	0	0	0.0009	0	0.0012	0.0037	0	0	0	0	0	0	0	0	0	0	0.0011	0
Corynebacterium imitans	156978	0	0	0	0	0	0	0.0008	0	0	0.0088	0	0	0.0009	0	0	0.0008	0	0.0031	0	0	0	0	0	0	0.0425	0	0	0	0.0006	0
Luteipulveratus mongoliensis	571913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0017	0	0.0015	0	0	0	0	0.0033	0	0	0	0	0	0	0.0012
Coprothermobacter proteolyticus	35786	0	0	0	0	0.0139	0	0	0	0	0	0	0.0022	0	0	0	0	0	0	0	0.031	0	0	0	0	0	0	0	0	0	0.0006
Beggiatoa leptomitoformis	288004	0	0	0	0	0	0	0	0	0	0	0	0	0.0069	0.0047	0	0	0	0.0014	0	0	0	0	0.0032	0	0	0.0042	0.0019	0.0095	0.001	0
Simiduia agarivorans	447471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0056	0	0	0	0	0	0	0	0	0	0	0	0	0
Thermaerobacter marianensis	73919	0	0	0	0	0	0	0	0	0	0	0.0002	0.005	0	0	0	0.0034	0	0.0014	0	0	0	0	0	0	0	0	0	0.0042	0	0
Listeria grayi	1641	0	0	0	0	0	0	0	0	0	0	0	0.0029	0.0105	0.0004	0	0.0027	0.0002	0	0	0	0	0	0	0	0	0	0	0.002	0	0.0011
Thermoanaerobacter kivui	2325	0	0	0	0	0	0	0	0	0	0	0	0.0042	0	0	0.0006	0.0005	0	0.0016	0	0	0	0	0	0	0	0	0.0007	0.0013	0.002	0
Corynebacterium minutissimum	38301	0	0	0	0	0	0	0	0	0	0	0.0021	0	0.0031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0016	0
Neomicrococcus aestuarii	556325	0	0	0	0	0	0	0	0	0	0	0	0.0002	0.0008	0	0	0.0049	0	0	0	0	0	0	0	0	0.0279	0	0	0	0.0004	0
Thiolapillus brandeum	1076588	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0006	0	0	0	0.0024	0	0	0	0	0	0	0	0	0	0	0.0015	0.0019
Corynebacterium epidermidicanis	1050174	0	0	0	0	0	0	0	0	0.0057	0	0	0.0036	0.0034	0	0	0	0.0012	0.0005	0	0	0	0	0	0	0	0	0	0	0.0007	0.0005
Kyrpidia tusciae	33943	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0004	0	0	0	0.002	0	0	0	0	0	0.0163	0	0	0.0032	0	0	0.0087
Alteromonas mediterranea	314275	0	0	0	0	0	0	0	0	0	0	0	0.0092	0	0	0	0	0	0	0.0119	0	0	0	0	0	0	0	0	0	0.005	0.0003
Xanthomonas sacchari	56458	0	0	0	0	0	0	0	0	0	0.0024	0	0.0035	0.0039	0	0	0	0	0.0004	0	0	0	0	0	0	0	0	0	0.0031	0	0
Orrella dioscoreae	1851544	0	0	0	0	0	0	0	0	0	0	0	0	0.0062	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0073	0	0	0.0067
Acidothermus cellulolyticus	28049	0	0	0	0	0	0	0	0	0.0117	0	0	0	0	0	0	0	0	0.0005	0	0	0	0	0	0	0	0	0	0	0.0007	0.0052
Thermus aquaticus	271	0	0	0	0	0.0029	0	0	0	0	0	0	0	0	0	0	0	0.0013	0	0	0	0	0	0	0	0	0.0008	0	0	0.0003	0.0015
Planococcus halocryophilus	1215089	0	0	0	0	0	0	0	0.0017	0	0	0	0	0.0024	0.0032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myroides odoratus	256	0	0	0	0	0	0	0	0	0	0	0	0.0018	0.0076	0	0.0033	0.001	0.0014	0.001	0	0	0	0	0	0	0	0	0	0	0.0043	0.0131
Halanaerobium praevalens	2331	0	0	0	0	0	0	0	0	0	0	0	0	0.0053	0.0008	0	0.0023	0	0.0001	0	0	0	0	0	0	0	0	0	0	0.0004	0.0019
Listeria seeligeri	1640	0	0	0	0	0	0	0	0.0061	0	0	0	0	0	0	0	0	0.0009	0	0	0	0	0	0	0	0	0	0	0.0004	0	0
Anaerococcus prevotii	33034	0	0.0061	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0008	0	0	0	0	0	0	0	0	0.0021	0	0	0.0022	0	0.0006
Pandoraea faecigallinarum	656179	0	0	0	0	0	0	0	0	0	0	0	0	0.0071	0	0	0.0017	0	0.0028	0	0	0	0	0	0	0	0.0048	0	0	0.0034	0
Shewanella pealeana	70864	0	0	0	0.0118	0	0	0	0	0	0	0	0	0	0	0	0.0016	0	0.0004	0	0	0	0	0	0	0	0	0	0.004	0.003	0.0052
Microbulbifer thermotolerans	252514	0	0	0	0	0	0	0	0	0	0	0.0041	0	0.0049	0	0	0	0.0016	0	0	0	0	0	0	0	0	0	0.0012	0	0	0.0009
Bifidobacterium subtile	77635	0	0	0	0	0	0	0	0.0144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0048	0.0053	0	0	0.0008
Paenibacillus stellifer	169760	0	0	0	0	0	0	0	0	0	0	0.0052	0	0	0	0	0.001	0.0005	0	0	0	0	0	0	0	0	0	0.0074	0	0.0072	0
Coxiella burnetii	777	0	0	0	0	0	0	0	0	0	0	0	0.0007	0	0	0	0.0033	0.0001	0.0012	0	0	0	0	0	0.003	0	0	0	0.0016	0.0002	0
Ammonifex degensii	42838	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009	0	0	0	0	0	0	0	0.0209	0	0	0	0	0	0	0.0143	0
