unique_name	taxid	S_Normal_100_102M	S_Normal_100_17M	S_Normal_100_34M	S_Normal_100_68M	S_Normal_100_8M	S_Normal_150_102M	S_Normal_150_17M	S_Normal_150_34M	S_Normal_150_68M	S_Normal_150_8M	S_Normal_200_102M	S_Normal_200_17M	S_Normal_200_34M	S_Normal_200_68M	S_Normal_200_8M	S_Normal_25_102M	S_Normal_25_17M	S_Normal_25_34M	S_Normal_25_68M	S_Normal_25_8M	S_Normal_400_102M	S_Normal_400_17M	S_Normal_400_34M	S_Normal_400_68M	S_Normal_400_8M	S_Normal_50_102M	S_Normal_50_17M	S_Normal_50_34M	S_Normal_50_68M	S_Normal_50_8M
Lonsdalea britannica	1082704	0	0	0	0.01051	0	0	0.002877	0	0	0	0.001933	0.0008072	0	0	0	0	0	0	0	0	0.000607	0	0	0.005247	0	0	0	0	0	0
Tsukamurella tyrosinosolvens	57704	0.007995	0	0	0	0	0	0	0	0	0	0	0	0	0.004901	0	0	0	0	0	0	0.005832	0	0	0	0	0	0	0	0	0.003234
Leptotrichia buccalis	40542	0	0	0	0.00761	0	0	0	0	0	0	0.005078	0.002403	0.0007342	0.002967	0	0	0	0	0	0	0.001324	0.0007844	0	0.0008145	0	0.0002347	0	0	0	0
Lysobacter capsici	435897	0	0.005819	0	0	0	0	0.001627	0	0	0	0	0.003287	0	0.006615	0	0	0	0	0	0	0	0	0.00311	0	0.001455	0	0	0.00001113	0	0
Roseovarius indicus	540747	0	0	0	0	0	0	0	0	0	0.007698	0	0	0	0	0	0	0	0	0	0	0.000893	0.008435	0.002714	0.002123	0	0	0	0	0	0
Xylanimonas cellulosilytica	186189	0.007876	0	0	0	0.004164	0	0	0	0.005702	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0004731	0.003548	0	0	0	0	0	0
Acholeplasma laidlawii	2148	0	0	0	0.001955	0	0	0	0	0	0.01723	0	0.001536	0	0.0002695	0	0	0	0	0	0	0	0.0001879	0.0002267	0.0003344	0	0	0	0	0	0
Acidipropionibacterium acidipropionici	1748	0	0.005573	0	0	0	0	0	0	0	0	0	0	0	0.002367	0	0	0	0	0	0	0	0	0	0.001171	0.00188	0	0	0	0.01074	0
Streptococcus parasanguinis	1318	0	0	0	0	0	0	0	0	0	0.002819	0.0008532	0	0.0004374	0	0	0	0	0	0	0	0.00161	0	0	0.0001173	0	0	0	0.01579	0	0
Streptococcus pseudoporcinus	361101	0	0	0.007029	0	0	0.007758	0	0	0	0.0009354	0.0008084	0	0.0005487	0	0.0007184	0	0.00003841	0	0	0	0.001575	0.0004395	0.001004	0.0007538	0	0	0	0	0	0
Nocardioides dokdonensis	450734	0	0	0	0	0	0	0.002277	0.005792	0	0	0.005835	0	0.005785	0	0	0	0	0	0	0	0.001677	0	0	0	0.0001777	0	0	0	0	0
Novibacillus thermophilus	1471761	0	0	0	0	0	0	0	0.01208	0	0	0	0.001727	0	0	0.002908	0	0	0	0	0	0.004461	0	0	0	0.0003592	0	0	0	0	0
Bifidobacterium angulatum	1683	0	0	0	0.004624	0	0	0	0	0.0006223	0	0	0	0	0	0.002661	0	0	0	0	0	0	0.002273	0	0.0001096	0.001168	0	0	0.009774	0	0
Shewanella decolorationis	256839	0	0	0	0.003407	0	0	0	0	0	0	0	0	0	0	0.001327	0	0	0.005064	0	0	0	0.00288	0	0.007422	0.001015	0	0	0	0	0
Croceicoccus naphthovorans	1348774	0	0.0121	0	0	0	0	0	0	0	0	0	0.001629	0.003849	0	0	0	0	0	0	0	0.00341	0	0	0	0	0	0	0	0	0
Leptospira mayottensis	1137606	0.005894	0	0	0	0	0	0	0	0	0	0.003036	0	0	0	0.001427	0	0	0	0	0	0	0.003131	0.007499	0	0	0	0	0	0	0
Paenibacillus stellifer	169760	0	0	0	0	0	0	0	0	0.005099	0	0	0.007273	0	0	0	0	0	0	0	0	0	0.00708	0	0.0005068	0.0009386	0	0	0	0	0
Lentibacillus amyloliquefaciens	1472767	0	0	0	0	0	0	0	0	0.002884	0	0	0.008894	0	0	0.004634	0	0	0	0	0	0.003487	0	0	0	0.0009889	0	0	0	0	0
Octadecabacter antarcticus	1217908	0.004427	0	0.0004078	0	0	0.009163	0	0.005826	0	0	0	0	0	0	0	0	0	0	0	0	0.001014	0	0	0	0	0	0	0	0	0
Caulobacter vibrioides	155892	0	0	0	0	0	0	0	0	0.005709	0	0	0.002766	0	0	0.008342	0	0	0	0	0	0.001124	0	0	0.002233	0.0005715	0	0	0	0	0
Tenacibaculum maritimum	107401	0	0	0	0	0	0	0	0	0.002158	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0008863	0.002211	0.01534	0	0	0	0	0
Salmonella bongori	54736	0	0	0	0	0	0.001747	0.0009413	0.002529	0	0	0	0	0	0.0009013	0	0	0	0	0	0	0.002448	0	0.0002634	0	0	0	0.01174	0	0	0
Thermoanaerobacterium xylanolyticum	29329	0	0	0	0	0	0	0	0	0	0	0.002622	0	0	0	0	0	0	0	0	0	0.0002854	0	0.00487	0	0	0	0	0	0.00689	0.005848
Sulfurospirillum barnesii	44674	0	0	0	0	0	0	0	0	0	0	0.0106	0	0	0.005713	0	0	0	0	0	0	0.00128	0	0.001044	0.0001892	0.001677	0	0	0	0	0
Clostridium saccharobutylicum	169679	0	0	0	0.01436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001081	0	0	0.001299	0.00358	0	0	0	0	0
Corynebacterium kutscheri	35755	0	0	0	0.001911	0	0	0	0.001278	0	0.006294	0	0.0005182	0.004646	0	0	0	0	0	0	0	0	0.003128	0.00236	0.0001622	0	0	0	0	0	0
Cellulomonas gilvus	11	0.001579	0.003374	0	0	0.002258	0	0	0	0	0	0	0	0	0	0.002048	0	0	0	0	0	0	0.003997	0	0.0005849	0.006413	0	0	0	0	0
Vagococcus penaei	633807	0	0.002497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0005972	0.0004945	0	0	0.0006563	0.016	0	0	0	0
Desulfotalea psychrophila	84980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001119	0.00107	0	0	0	0	0.018	0	0	0
Weissella viridescens	1629	0	0	0	0	0	0.00236	0	0	0	0	0	0	0	0.0004995	0	0	0	0	0	0	0	0.001092	0	0.002184	0	0	0	0.01403	0	0
Flavobacterium haoranii	683124	0	0	0	0	0	0.002285	0.0005475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0006489	0.0005188	0	0.0079	0.008211	0	0	0	0
Salinivirga cyanobacteriivorans	1307839	0	0	0	0	0	0	0	0	0	0	0.005113	0	0	0	0	0	0	0	0	0	0.003268	0.01071	0.0009512	0	0	0	0	0	0	0
Corynebacterium halotolerans	225326	0	0	0	0	0	0	0	0.009759	0.001414	0	0.0007627	0.0002619	0	0.007757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neisseria animaloris	326522	0	0	0	0	0	0	0	0.01033	0.001717	0	0	0	0.0000111	0	0	0	0	0	0	0	0	0.005566	0.0002289	0.00138	0.000701	0	0	0	0	0
Orrella dioscoreae	1851544	0	0	0	0	0	0	0	0	0	0	0	0.0072	0	0	0.006117	0	0	0	0	0	0	0	0.006536	0	0	0	0	0	0	0
Thermosulfidibacter takaii	412593	0	0	0	0	0.007593	0	0.003367	0.001729	0.002504	0	0	0	0	0	0	0	0	0.004146	0	0	0	0	0.0004882	0	0	0	0	0	0	0
Vibrio panuliri	1381081	0	0	0	0	0	0	0	0	0	0	0.002996	0	0.0000166	0	0	0	0	0	0	0	0.008401	0.008133	0	0	0.0002252	0	0	0	0	0
Azospirillum thiophilum	528244	0	0	0	0	0	0	0	0	0.002758	0	0	0	0.004088	0	0.001906	0	0	0	0	0	0	0.003184	0.00536	0.002394	0	0	0	0	0	0
Beutenbergia cavernae	84757	0	0	0	0	0	0.006232	0	0	0	0	0.002039	0	0	0	0	0	0	0	0	0	0.002657	0.00451	0.003275	0	0.0009327	0	0	0	0	0
Pandoraea faecigallinarum	656179	0	0	0	0	0	0	0	0.004739	0	0	0	0	0	0	0.006926	0	0	0	0	0	0.002701	0.003353	0	0	0.001674	0	0	0	0	0
Corynebacterium terpenotabidum	89154	0	0	0	0	0	0	0	0.003003	0	0	0.003449	0	0.002084	0.008725	0	0	0	0	0	0	0.0004747	0	0.001384	0	0.0002192	0	0	0	0	0
Corynebacterium deserti	1408191	0	0	0	0.01122	0	0	0	0	0	0.001862	0	0	0	0	0	0	0	0	0	0	0.001028	0.004724	0	0.0005018	0	0	0	0	0	0
Listeria grayi	1641	0	0	0	0	0	0.002729	0	0	0	0	0	0	0.001904	0.0004	0.01007	0	0	0	0	0	0	0	0.001077	0.0002098	0.002663	0	0	0	0	0
Erwinia amylovora	552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0007196	0	0.001887	0	0.0004845	0	0	0	0.0159	0
Nitrobacter hamburgensis	912	0.003818	0	0	0	0	0	0	0	0.005954	0	0	0.001718	0	0	0	0	0	0	0	0	0	0.002776	0.002718	0.001988	0	0	0	0	0	0
Paraburkholderia sprentiae	948107	0	0	0	0.008774	0	0	0	0	0	0.007737	0.0008535	0	0	0	0	0	0	0	0	0	0.001535	0	0	0	0	0	0	0	0	0
Chryseobacterium balustinum	246	0	0	0	0	0	0	0.005687	0.001776	0.005658	0	0	0	0.00003478	0	0	0	0	0	0	0	0	0	0	0.003461	0.00226	0	0	0	0	0
Abiotrophia defectiva	46125	0	0	0.001943	0	0.003699	0	0	0	0	0	0.002949	0	0	0	0	0	0	0	0	0	0.001458	0.001863	0	0.002004	0	0.00346	0.001262	0	0	0
Thermosipho africanus	2421	0.009887	0	0	0	0	0	0	0.004731	0	0.0006028	0	0	0	0	0	0	0	0	0	0	0	0.0002745	0.001055	0.002029	0	0	0	0	0	0
Pediococcus acidilactici	1254	0	0	0.003966	0	0	0	0	0	0	0	0	0.001126	0	0	0	0	0	0	0	0	0	0.003943	0	0.0004353	0	0	0.009085	0	0	0
Gemmatimonas aurantiaca	173480	0	0	0	0	0.006227	0	0.00432	0	0	0	0	0.004976	0	0	0	0	0	0	0	0	0	0	0	0	0.003031	0	0	0	0	0
Shewanella amazonensis	60478	0	0	0	0	0	0	0	0	0	0	0.01065	0.004171	0	0	0	0	0	0	0	0	0	0.000703	0.001267	0.0004301	0.001286	0	0	0	0	0
Parachlamydia acanthamoebae	83552	0	0	0	0	0	0	0	0	0	0	0.0079	0	0.01011	0	0	0	0	0	0	0	0	0	0	0.0004789	0	0	0	0	0	0
Sideroxydans lithotrophicus	63745	0	0	0	0	0	0	0	0	0	0.005315	0.006348	0	0	0	0	0	0	0	0	0	0	0.0008642	0	0.0001114	0.005801	0	0	0	0	0
Corynebacterium callunae	1721	0	0.006624	0	0	0	0	0	0	0	0.00473	0	0	0	0	0.001875	0	0	0	0	0	0.001688	0	0	0.0006288	0.00288	0	0	0	0	0
Pseudoalteromonas rubra	43658	0	0	0	0	0	0	0	0.000744	0.01499	0	0	0	0.002605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium taeniosporum	394958	0	0	0	0	0	0	0	0.006577	0	0.002913	0	0.0006673	0	0	0	0	0	0	0	0	0	0.002809	0.00207	0	0.003296	0	0	0	0	0
Acidithiobacillus ferrivorans	160808	0	0	0	0	0	0	0.004726	0.00151	0	0	0	0.006032	0	0	0.001593	0	0	0	0	0	0.000786	0	0.0009444	0.002717	0	0	0	0	0	0
Cellvibrio japonicus	155077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005167	0	0	0	0	0	0.0001041	0.01207	0	0	0.0009409	0	0	0	0	0
Isoptericola dokdonensis	372663	0.01568	0	0	0.002546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00001479	0	0	0
Bifidobacterium animalis	28025	0	0	0	0	0	0.001346	0.0009586	0.008893	0	0.001456	0	0	0	0	0.005102	0	0	0	0	0	0	0	0	0.0004723	0	0	0	0	0	0
Marinovum algicola	42444	0	0	0	0	0	0	0	0	0.001336	0	0	0.002676	0	0.005767	0	0	0	0	0	0	0	0	0.005129	0	0.003317	0	0	0	0	0
Paracoccus aminophilus	34003	0	0	0	0	0	0	0.00001191	0	0.006066	0	0	0	0	0	0	0	0	0.00001244	0	0	0	0.0006263	0.001316	0	0	0	0	0.01016	0	0
Streptococcus acidominimus	1326	0	0	0	0	0	0.005256	0	0.00141	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001199	0.001068	0	0	0.00925	0	0	0	0
Chromobacterium vaccinii	1108595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001993	0.01125	0.004915	0	0	0	0	0	0
Leptothrix cholodnii	34029	0	0.005856	0.0001059	0	0.0002254	0	0.00001018	0	0	0	0	0.00002647	0	0	0.01022	0	0	0	0	0.0002773	0.001091	0	0.0001205	0	0	0	0	0	0	0.0002109
Actinomyces radicidentis	111015	0	0	0	0	0.00626	0.002762	0.005625	0	0	0.0009156	0	0	0	0	0	0	0	0	0	0	0	0.001599	0	0	0.0008842	0	0	0	0	0
Acidothermus cellulolyticus	28049	0.01167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0005368	0.0006806	0.005127	0	0	0	0	0	0	0
Lautropia mirabilis	47671	0	0	0.011	0	0	0	0	0.003961	0	0	0	0	0	0	0	0	0	0	0	0	0.0002982	0.0003952	0	0	0.002352	0	0	0	0	0
Yersinia rohdei	29485	0	0	0	0	0	0.005371	0	0	0	0.01056	0	0	0	0	0	0	0	0	0	0	0	0	0.002061	0	0	0	0	0	0	0
Pediococcus claussenii	187452	0.008753	0	0	0	0	0	0	0.004387	0	0	0	0	0	0	0	0	0	0	0	0	0.003668	0.001054	0.0001246	0	0	0	0	0	0	0
Pandoraea vervacti	656178	0	0	0	0.006387	0	0.002768	0.006194	0	0	0	0	0	0	0	0.0005868	0	0	0	0	0	0	0	0	0	0.002024	0	0	0	0	0
Altererythrobacter epoxidivorans	361183	0	0	0	0	0.001879	0.001298	0	0	0	0	0	0	0	0	0.003049	0	0	0	0	0	0	0	0.004406	0.0003952	0	0.006886	0	0	0	0
Desulfosporosinus acidiphilus	885581	0	0	0	0	0	0	0	0	0	0	0.01525	0	0	0	0	0	0	0	0	0	0.00134	0	0	0.00132	0	0	0	0	0	0
Methylotenera mobilis	359408	0	0.01262	0	0	0.00168	0	0	0	0	0	0	0	0	0.003601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Corynebacterium mustelae	571915	0.002174	0	0	0	0	0	0	0	0.004612	0	0	0	0.009282	0	0	0	0	0	0	0	0	0	0.0004242	0.0009936	0.000404	0	0	0	0	0
Faecalibaculum rodentium	1702221	0	0	0	0	0	0	0	0	0	0	0	0.0008702	0.01372	0	0	0	0	0	0	0	0	0.0002763	0.0006087	0	0.00222	0	0	0	0	0
Rhodovulum sulfidophilum	35806	0	0	0	0	0	0	0.00001291	0	0	0.00259	0	0	0	0	0	0	0	0	0	0	0	0	0.01042	0.001592	0.003045	0	0	0	0	0
Leptotrichia hofstadii	157688	0	0	0	0	0.003078	0	0	0	0.001279	0.004878	0.001419	0.00001076	0	0	0.006683	0	0	0	0	0	0	0	0	0	0	0.0002705	0	0	0	0
Kozakia baliensis	153496	0.003325	0	0	0	0	0	0	0	0	0.0002627	0.001498	0.00104	0.00446	0	0	0	0	0	0	0	0	0	0	0.002533	0.004499	0	0	0	0	0
Psychrobacter arcticus	334543	0	0	0	0	0	0	0	0	0	0	0.004042	0.008432	0	0	0	0	0	0	0	0	0.004504	0	0.0005919	0	0	0	0	0	0	0
Caldicellulosiruptor owensensis	55205	0	0.000548	0	0	0	0	0	0	0	0	0	0	0	0.00732	0	0	0	0	0	0	0.0002372	0.001686	0.006173	0.001285	0.0002025	0	0	0	0	0
Hydrogenovibrio marinus	28885	0	0	0.01311	0	0	0	0	0	0	0	0	0	0	0.001641	0	0	0	0	0	0	0.002682	0	0	0	0	0	0	0	0	0
Desulfotomaculum reducens	59610	0	0.008375	0	0	0	0	0	0	0	0	0	0.001116	0	0.001677	0	0	0	0	0	0	0.004969	0.00128	0	0	0	0	0	0	0	0
Streptococcus iniae	1346	0	0.002199	0.001466	0	0	0	0	0	0.002531	0	0.0001417	0	0.005455	0	0	0	0.00001612	0	0	0	0.0006403	0.001064	0.0009258	0	0.0004665	0	0	0	0	0.002447
Chlamydia trachomatis	813	0	0	0	0	0	0	0	0	0	0.0008232	0	0	0.000638	0.006779	0	0	0	0	0	0	0.004057	0	0	0.0004024	0	0	0.004582	0	0	0
Clavibacter michiganensis	28447	0	0	0	0	0.005358	0.0004711	0	0.003805	0	0	0	0	0	0	0	0	0	0	0	0	0.0009737	0.004808	0	0	0.001827	0	0	0	0	0
Olsenella uli	133926	0	0	0	0	0.006505	0	0	0	0	0	0	0	0	0	0.00529	0	0	0	0	0	0	0	0	0.002842	0.0007926	0	0.001806	0	0	0
Mageeibacillus indolicus	884684	0	0	0	0	0	0.0105	0	0	0	0.002525	0	0	0	0	0	0	0	0	0	0	0	0.001175	0	0.0004203	0.002608	0	0	0	0	0
Advenella kashmirensis	310575	0	0	0	0	0	0.000636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00352	0.001754	0	0	0	0.01128	0	0	0
Brenneria goodwinii	1109412	0.001696	0	0	0	0	0	0	0	0	0	0	0	0.001765	0	0	0	0.009008	0	0	0	0	0	0.001915	0.002782	0	0	0	0	0	0
Azotobacter chroococcum	353	0	0	0	0	0	0	0.001639	0	0.01415	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001376	0	0	0	0	0	0	0
Thermus oshimai	56957	0	0	0	0	0	0	0	0	0	0.01046	0.000827	0	0	0	0	0	0	0	0	0	0.003556	0.001064	0	0.001127	0	0	0	0	0	0
Sulfurospirillum multivorans	66821	0	0	0	0	0	0	0	0	0	0	0.01254	0	0.001518	0	0	0	0	0	0	0	0	0.002965	0	0	0	0	0	0	0	0
Pontibacter korlensis	400092	0	0	0.01458	0	0	0	0	0	0	0	0	0	0.001683	0	0	0	0	0	0	0	0	0	0	0	0.0007367	0	0	0	0	0
Sulfurimonas denitrificans	39766	0	0	0	0	0	0	0.009071	0	0	0	0	0.0006319	0	0	0	0	0	0	0	0	0.0003265	0	0	0.005674	0.001269	0	0	0	0	0
Verminephrobacter eiseniae	364317	0	0	0	0.001221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008623	0	0	0.001524	0	0	0	0.005603	0	0
Cardiobacterium hominis	2718	0	0	0	0	0	0	0	0	0	0.00112	0.01316	0	0	0	0	0	0	0	0	0	0.001305	0	0	0.001044	0.0003192	0	0	0	0	0
Niabella soli	446683	0	0	0	0	0	0.0072	0	0.0008319	0	0	0	0	0.001568	0	0	0	0	0	0	0	0	0.003239	0.004071	0	0	0	0	0	0	0
Sedimenticola thiotaurini	1543721	0	0	0.002132	0	0	0	0	0	0.01275	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001677	0.0002762	0	0	0	0	0	0
Legionella longbeachae	450	0	0.00497	0	0	0	0	0	0.0009966	0	0	0.005606	0	0	0	0	0	0	0	0	0	0	0	0.002882	0	0.002377	0	0	0	0	0
Corynebacterium camporealensis	161896	0	0	0	0	0	0	0	0	0	0.005881	0.001936	0	0	0.003737	0.001081	0	0	0	0	0	0.001233	0	0	0.001575	0.001289	0	0	0	0	0
Weissella paramesenteroides	1249	0	0	0	0	0	0	0	0	0	0	0.004107	0	0	0	0	0	0	0	0	0	0	0	0	0.002651	0	0	0	0	0.009962	0
Aequorivita sublithincola	101385	0.002646	0	0	0	0	0	0	0.007806	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005707	0	0.0004231	0	0	0	0	0	0
Magnetococcus marinus	1124597	0	0	0	0	0	0	0	0	0	0	0	0	0.008719	0	0.001711	0	0	0	0	0	0	0.002422	0	0	0.003681	0	0	0	0	0
Corynebacterium resistens	258224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002407	0	0	0.0149	0	0	0	0	0.001281	0	0	0	0	0	0	0
Kluyvera intermedia	61648	0	0.00002815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006575	0	0.00156	0.003133	0	0.00004903	0	0	0.004998
Bartonella henselae	38323	0.003499	0	0	0	0	0.003001	0	0	0	0	0	0	0	0	0.0003378	0	0	0	0	0	0	0.0008808	0.0001705	0	0	0	0	0	0.008381	0
Neisseria bacilliformis	267212	0	0	0	0	0	0	0	0	0	0	0.009678	0.004113	0	0	0	0	0	0	0	0	0	0	0.001552	0.0001445	0.0006859	0	0	0	0	0
Marinithermus hydrothermalis	186192	0	0	0.0009817	0	0	0	0.001178	0	0.0004595	0	0	0	0	0	0	0.006705	0	0	0	0	0.001048	0.001642	0.0008369	0.003311	0	0	0	0	0	0
Paracoccus contaminans	1945662	0	0	0	0	0	0	0.0001438	0	0	0	0.006919	0	0	0	0	0	0	0.00002232	0	0	0.0009772	0.00001335	0.007821	0	0.0002254	0	0	0	0	0
Halobacteriovorax marinus	97084	0	0	0	0	0	0	0	0	0	0	0	0	0.00754	0.002585	0	0	0	0	0	0	0.002048	0.0004112	0.0001369	0.003389	0	0	0	0	0	0
Aliivibrio fischeri	668	0	0	0	0.005346	0	0	0	0.006114	0	0	0	0	0	0.0003475	0.002041	0	0	0	0	0	0	0	0.002142	0	0	0	0	0	0	0
Riemerella anatipestifer	34085	0	0	0	0	0	0	0	0	0.01107	0.00293	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001948	0	0	0	0	0	0
Gloeobacter kilaueensis	1416614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003119	0	0.01221	0	0.0005602	0	0	0	0	0
Clostridium saccharoperbutylacetonicum	36745	0	0	0	0	0	0	0	0	0	0	0.00253	0	0	0	0.003568	0	0	0	0	0	0	0.001523	0.004235	0.001703	0.002193	0	0	0	0	0
Anaplasma marginale	770	0	0	0.001905	0	0	0	0.0003717	0.001486	0.000631	0	0	0	0.0008877	0	0	0	0	0	0	0	0	0.0006313	0.0008966	0.0002008	0	0.006386	0	0	0	0.002299
Desulfotomaculum ferrireducens	1833852	0.0004348	0	0	0	0	0.004571	0	0	0	0	0.003545	0	0	0.002593	0.0002912	0	0	0	0	0	0	0.002326	0	0.001764	0.0001324	0	0	0	0	0
Methylobacterium nodulans	114616	0	0	0.00216	0	0	0.008154	0	0	0	0	0	0	0.003639	0	0	0	0	0	0	0	0.001072	0	0.000625	0	0	0	0	0	0	0
Sulfurospirillum halorespirans	194424	0.004177	0	0	0	0.001404	0	0	0	0	0.003713	0	0	0.003339	0	0	0	0	0	0	0	0.000992	0	0.0008971	0.001115	0	0	0	0	0	0
Conexibacter woesei	191495	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002546	0	0	0	0	0	0	0	0	0.003851	0.004416	0.004778	0	0	0	0	0
Flavobacterium indicum	312277	0	0	0	0	0	0	0	0	0	0.006847	0	0	0	0	0	0	0	0	0	0	0.006847	0.0006943	0	0.001174	0	0	0	0	0	0
Corynebacterium epidermidicanis	1050174	0.00567	0	0	0	0	0.003573	0	0	0	0	0	0	0	0	0.003345	0	0	0	0	0	0.0004897	0.0007001	0.0004928	0.001158	0	0	0	0	0	0
Deinococcus radiodurans	1299	0.01121	0	0	0	0.001223	0	0	0	0	0	0	0	0	0.001761	0	0	0	0	0	0	0	0.0006506	0.0005657	0	0	0	0	0	0	0
Renibacterium salmoninarum	1646	0	0	0	0	0	0	0	0	0	0.003429	0	0.001669	0	0.00055	0	0	0	0	0.006856	0	0	0.0008501	0.001286	0.0007702	0	0	0	0	0	0
Rickettsia akari	786	0	0	0	0	0	0.001396	0	0	0	0.0006822	0	0	0.005986	0.0009515	0.00074	0	0	0	0	0	0.0003351	0	0.0009933	0.0003172	0	0.004006	0	0	0	0
Capnocytophaga cynodegmi	28189	0	0	0	0	0	0	0	0	0	0	0.009413	0.002406	0	0	0	0	0	0	0	0	0	0.0000962	0.0001398	0	0	0	0	0	0	0.003347
Leptolyngbya boryana	1184	0	0	0	0	0	0	0.002712	0	0	0.003681	0.004517	0	0.0007576	0	0	0	0	0	0	0	0	0	0.003709	0	0	0	0	0	0	0
Thermosipho melanesiensis	46541	0	0	0	0	0	0	0.002558	0	0	0	0.01186	0	0.0002625	0	0.0005371	0	0	0	0	0	0	0	0	0.0001554	0	0	0	0	0	0
Cloacibacillus porcorum	1197717	0	0	0	0	0	0	0	0	0	0.01086	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0003725	0.000931	0	0	0	0.003109	0
Simonsiella muelleri	72	0	0	0	0	0	0	0.000724	0	0	0	0	0	0.005036	0	0	0	0	0	0	0	0	0.001575	0.006561	0.000321	0.001049	0	0	0	0	0
Leptospira kmetyi	408139	0	0	0	0	0	0.007967	0	0	0	0	0	0.002726	0.002812	0	0	0	0	0	0	0	0	0	0	0.0006794	0.001059	0	0	0	0	0
Waddlia chondrophila	71667	0	0	0	0	0	0	0	0	0.00127	0.007925	0	0	0	0	0	0	0	0	0	0	0.001717	0	0.001133	0.001978	0.001097	0	0	0	0	0
Lactobacillus iners	147802	0	0	0	0	0	0.003391	0	0.007533	0	0	0	0	0	0	0.0003957	0	0	0	0	0	0.0004071	0	0.0003497	0.001279	0.001728	0	0	0	0	0
Corynebacterium atypicum	191610	0	0	0	0	0	0	0.002221	0.0007204	0	0	0	0	0	0	0	0	0	0	0	0	0.003952	0.0004601	0.002443	0	0	0	0.005256	0	0	0
Flavobacterium crassostreae	1763534	0	0	0	0	0	0	0	0	0	0	0	0.00498	0.001264	0	0	0	0	0	0	0	0.001398	0	0	0	0.0003918	0	0.006973	0	0	0
Rickettsia typhi	785	0.002913	0	0	0	0	0	0.0003117	0	0.0004718	0.001958	0	0.004044	0	0.001697	0	0	0	0	0	0	0.00126	0	0	0.0003246	0.001952	0	0	0	0	0
Geosporobacter ferrireducens	1424294	0	0.005731	0	0	0	0	0	0	0	0	0	0.00584	0	0	0	0	0	0	0	0	0	0	0	0.003355	0	0	0	0	0	0
Sulfurimonas autotrophica	202747	0	0	0	0	0.01217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002478	0.00206	0	0	0.0003487	0	0	0	0	0
Ruminiclostridium cellulolyticum	1521	0	0	0.005859	0	0	0	0	0.002249	0	0	0.002493	0	0	0	0	0	0	0	0	0	0.003624	0	0	0.000565	0	0	0	0	0	0
Celeribacter indicus	1208324	0.0008547	0	0	0	0	0	0.00002662	0	0	0	0.009997	0	0	0	0	0	0	0	0	0	0	0.00101	0	0.001672	0.001216	0	0	0	0	0
Desulfitobacterium dichloroeliminans	233055	0	0	0	0	0	0	0	0.003627	0	0	0.002022	0	0	0.002434	0	0	0	0	0	0	0	0	0.0005472	0	0.00608	0	0	0	0	0
Dichelobacter nodosus	870	0	0	0	0	0	0	0	0.008585	0.0008448	0	0	0	0.00118	0.001339	0	0	0	0	0	0	0.0001168	0.000474	0.0006084	0.0002696	0.001292	0	0	0	0	0
Capnocytophaga sputigena	1019	0	0	0	0	0	0.001255	0	0	0	0	0	0.001882	0.0003112	0	0	0.00344	0	0	0	0.0003631	0	0.002612	0.001028	0	0.003796	0	0	0	0	0
Vibrio ponticus	265668	0	0	0	0	0	0	0	0	0	0	0	0	0.001958	0.007216	0	0	0	0	0	0	0.004356	0.00005382	0	0	0.001047	0	0	0	0	0
Melissococcus plutonius	33970	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000751	0.006379	0	0	0	0	0	0	0.007018	0.0003235	0.0001369	0	0	0	0	0	0
