Species	Simul_RM_1KGenome_010_15M	Simul_RM_1KGenome_010_30M	Simul_RM_1KGenome_010_45M	Simul_RM_1KGenome_020_15M	Simul_RM_1KGenome_020_30M	Simul_RM_1KGenome_020_45M	Simul_RM_1KGenome_050_15M	Simul_RM_1KGenome_050_30M	Simul_RM_1KGenome_050_45M	Simul_RM_1KGenome_100_15M	Simul_RM_1KGenome_100_30M	Simul_RM_1KGenome_100_45M	Simul_RM_1KGenome_150_15M	Simul_RM_1KGenome_150_30M	Simul_RM_1KGenome_150_45M	Simul_RM_1KGenome_200_15M	Simul_RM_1KGenome_200_30M	Simul_RM_1KGenome_200_45M	Simul_RM_1KGenome_250_15M	Simul_RM_1KGenome_250_30M	Simul_RM_1KGenome_250_45M	Simul_RM_1KGenome_300_15M	Simul_RM_1KGenome_300_30M	Simul_RM_1KGenome_300_45M	Simul_RM_1KGenome_500_15M	Simul_RM_1KGenome_500_30M	Simul_RM_1KGenome_500_45M	Simul_RM_5KGenome_010_15M	Simul_RM_5KGenome_010_30M	Simul_RM_5KGenome_010_45M	Simul_RM_5KGenome_020_15M	Simul_RM_5KGenome_020_30M	Simul_RM_5KGenome_020_45M	Simul_RM_5KGenome_050_15M	Simul_RM_5KGenome_050_30M	Simul_RM_5KGenome_050_45M	Simul_RM_5KGenome_100_15M	Simul_RM_5KGenome_100_30M	Simul_RM_5KGenome_100_45M	Simul_RM_5KGenome_150_15M	Simul_RM_5KGenome_150_30M	Simul_RM_5KGenome_150_45M	Simul_RM_5KGenome_200_15M	Simul_RM_5KGenome_200_30M	Simul_RM_5KGenome_200_45M	Simul_RM_5KGenome_250_15M	Simul_RM_5KGenome_250_30M	Simul_RM_5KGenome_250_45M	Simul_RM_5KGenome_300_15M	Simul_RM_5KGenome_300_30M	Simul_RM_5KGenome_300_45M	Simul_RM_5KGenome_500_15M	Simul_RM_5KGenome_500_30M	Simul_RM_5KGenome_500_45M	Simul_RM_10KGenome_010_15M	Simul_RM_10KGenome_010_30M	Simul_RM_10KGenome_010_45M	Simul_RM_10KGenome_020_15M	Simul_RM_10KGenome_020_30M	Simul_RM_10KGenome_020_45M	Simul_RM_10KGenome_050_15M	Simul_RM_10KGenome_050_30M	Simul_RM_10KGenome_050_45M	Simul_RM_10KGenome_100_15M	Simul_RM_10KGenome_100_30M	Simul_RM_10KGenome_100_45M	Simul_RM_10KGenome_150_15M	Simul_RM_10KGenome_150_30M	Simul_RM_10KGenome_150_45M	Simul_RM_10KGenome_200_15M	Simul_RM_10KGenome_200_30M	Simul_RM_10KGenome_200_45M	Simul_RM_10KGenome_250_15M	Simul_RM_10KGenome_250_30M	Simul_RM_10KGenome_250_45M	Simul_RM_10KGenome_300_15M	Simul_RM_10KGenome_300_30M	Simul_RM_10KGenome_300_45M	Simul_RM_10KGenome_500_15M	Simul_RM_10KGenome_500_30M	Simul_RM_10KGenome_500_45M
Sphingomonas_aerolata	0	0	0	0	0	0	0	0	0	0	0.005936985	0	0.002409225	0	0.000140527	0	0.02264135	0	0	0.000714983	0.00159575	0.004878629	0	0.000359826	0.008147709	0.001224368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphingomonas_sp001421715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001825862	0	0.000562823	0	0	0	0	0	0	0	0	0.000863521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphingomonas_sp001421965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001968631	0.006940843	0.002066975	0.002168632	0	0	0	0	0.002352193	0	0.002603903	0.001130153	0.00347535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA-2691245_sp002167215	0	0	0.157360371	0	0	0	0.014143799	0	0	0	0	0	0	0	0	0	0	0	0	0.024787046	0	0.004126529	0	0	0	0.008089393	0.00027331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UBA7985_sp002711265	0	0	0	0	0	0	0	0.009539567	0	0	0	0	0.00275035	0	0	0	0.005519107	0	0.000427544	0	0	0	0	0.00047538	0.001084475	0.000254038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
REDSEA-S09-B13_sp003447825	0	0	0	0	0.005270513	0	0	0.007172512	0	0.006729116	0	0.00116093	0.003282133	0	0	0.000737199	0	0	0	0.001220783	0	0.000824091	0.003235823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Burkholderia_pseudomultivorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003081795	0	0	0.016922988	0	0.001043138	0.001608632	0.001987902	0.001945149	0.001054376	0	0.001358696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Burkholderia_sp001522585	0	0	8.58874E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Burkholderia_stabilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0.031053238	0	0	0	0	0	0	0.003930963	0.002002453	0	0	0.000841873	0.00069234	0.003515801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lampropedia_sp002285285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00268621	0	0.000832701	0.000242399	0.00204908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Limnohabitans_sp002347905	0	0	0	0	0	0	0	0	0	0.000721051	0	0.001671151	0.001559051	0.000416884	0.004556969	0.000613228	0.004542334	0	0	0.003536088	0	0.001791002	0	0	0	0	0.000176406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Massilia_aurea_A	0	0	0	0	0	0	0	0	0.004632114	0	0.009927472	0	0	0	0	0	0.000698887	0	0	0.002119155	0	0	0.00042864	0	0	0.000412635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Massilia_oculi	0	0	0	0	0	0	0	0	0	0	0.001421068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Massilia_sp002339265	0	0	0	0	0	0	0	0	0	0	0.00081549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Massilia_timonae	0	0	0	0	0	0	0	0	0.001836897	0	0.002768367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mesosutterella_multiformis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009511097	0.004110323	0	0	0	0.00068236	0.001406228	0.002450741	0.003437304	0	0.009193328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycoavidus_cysteinexigens	0	0	0	0	0	0	0	0	0	0.007893686	0	0	0	0.000916414	0.003114113	0	0.002486802	0.00426132	0.00116957	0.000921126	0	0	0.000410014	0	0	0.003421639	0.000192238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NBD-18_sp003003055	0	0	0	0	0	0	0	0	0	0	0.03307807	0	0.001150731	0.009814678	0	0.005041924	0	0	0	0	0.012231972	0.002314072	0	0.002081828	0.002162879	0.001758234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Parasutterella_sp000980495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000170237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhodoferax_sp903876735	0	0	0	0	0	0	0	0	0	0	0	0.002336012	0.002546504	0	0	0	0	0	0.003339178	0.002677793	0	0	0.000563505	0.000155872	0.002020134	0.00546454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Taylorella_equigenitalis	0	0	0	0	0.079565006	0	0	0	0	0	0.01660277	0.003989709	0.00152225	0	0.003510179	0	0.001003367	0	0.007098841	0.002373358	0.002319544	0	0	0	0.003625467	0.000952382	0.000614278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Variovorax_paradoxus_A	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002740472	0	0.000539043	0.010297887	0	0	0	0.004371313	0	0.000846565	0	0	0	0.00063826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Variovorax_sp900106655	0	0	0	0	0	0	0	0	0	0	0.00300132	0	0	0	0	0	0.005219513	0	0	0	0	0	0.000654889	0	0.001274242	0.000580973	0.00032989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ferrovum_sp010435995	0	0	0	0	0	0	0	0	0	0	0.010044289	0	0	0	0.019318163	0	0	0.008158378	0	0.001755092	0	0.000538709	0.001927852	0	0	0.004262102	0.000208282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methylotenera_A_versatilis_B	0	0	0	0	0	0	0	0	0	0.006336331	0	0	0	0	0	0	0	0	0.002583521	0.004613668	0	0	0	0	0	0.001128744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eikenella_exigua	0	0	0	0	0	0.088174501	0	0	0	0.001920371	0	0	0	0	0	0.002264346	0	0.007420732	0.001243809	0.012874803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAIQBG01_sp009938325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000981952	0	0.001701113	0	0	0	0.000356358	0.00204287	0.000764748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG2-30-68-42_sp001872285	0	0	0	0	0	0	0	0	0	0	0	0.010047931	0.004482601	0	0	0.002426115	0	0	0.007438637	0	0	0	0	0.005021996	0	0.001487656	0.002215298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rugosibacter_sp002424865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006825593	0.001351747	0	0	0	0	0	0	0.001245047	0.000958569	0.002888831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thauera_A_hydrothermalis	0	0	0	0	0	0	0.008965658	0	0	0	0	0.002105725	0	0	0	0	0	0	0	0	0	0	0	0	0.002826094	0.000297225	0.002557031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rickettsiella_A_grylli	0	0	0	0	0	0	0	0	0.0333319	0	0	0	0	0	0	0.000743969	0	0	0.006041968	0	0	0.001612768	0	0.00272514	0.002373702	0.001548302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thioalkalivibrio_sp000377405	0	0	0	0	0	0	0	0	0	0	0.01051515	0	0	0	0	0	0.002336448	0	0.007607075	0	0	0	0.002748254	0	0.00371641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aeromonas_schubertii	0	0	0	0	0	0	0.013075285	0	0	0	0	0	0	0	0.00584774	0	0	0	0	0	0.001485219	0	0.003168235	0	0.000568913	0	0.000657106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alteromonas_A_sp002335925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002967496	0.001236368	0	0.001017835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Idiomarina_zobellii	0	0	0	0	0	0.032024199	0	0	0	0.011062489	0	0	0	0	0	0	0	0.003170858	0.007643099	0.002260783	0	0	0	0.001168705	0.003187931	0	0.007120696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cronobacter_turicensis	0	0	0	0.108540266	0	0	0	0	0	0	0	0	0	0.003754148	0	0	0	0	0	0.000446607	0.000198254	0.001517641	0.000419794	0	0	0.003907968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dickeya_dianthicola	0	0	0	0	0	0	0	0	0	0.008492188	0	0	0	0	0	0	0	0	0	0	0	0	0.001904803	0	0.00085815	0.000242338	0.002446926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enterobacter_asburiae	0	0	0	0	0	0	0	0	0	0	0	0.003355505	0	0	0	0	0	0	0	0.00693234	0	0.001462451	0.003372245	0	0.001293361	0.001980662	0.000961486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Erwinia_sp004022165	0.103427545	0	0	0	0	0	0	0.017808629	0	0	0	0	0	0	0	0	0	0.006649928	0	0.000875401	0	0.001254748	0	0	0.005490196	0.000739387	0.003305226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Escherichia_fergusonii	0	0	0	0	0	0	0	0	0	0	0.016321567	0	0.00644771	0	0	0	0.006979534	0	0	0	0.002555008	0.002052989	0.005301654	0	0.003136646	0	0.000831984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kluyvera_intermedia	0	0	0	0	0	0	0	0.026953371	0.007834067	0	0	0	0	0	0.009462621	0	0	0	0	0	0	0	0	0	0.001050759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kosakonia_sacchari_B	0	0	0	0	0	0	0.011051595	0	0	0	0	0.001549157	0.002664441	0	0	0.001966335	0.002411594	0	0	0	0	0.001592217	0	0	0	0.000523268	0.000897648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lonsdalea_populi	0	0	0	0	0	0	0	0	0	0	0	0.009743037	0	0	0	0	0	0	0.001806566	0.001286383	0.002984756	0	0	0	0.00050316	0	0.001205042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pantoea_brenneri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000319863	0.000935142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pectobacterium_peruviense	0	0	0	0	0	0	0	0.013325489	0	0	0	0	0	0	0	0	0.003596919	0	0	0	0	0.016049352	0	0.000828546	0	0.00319186	0.00083695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Photorhabdus_asymbiotica	0	0	0.060790944	0	0	0	0	0	0	0	0.003181934	0	0.004824479	0	0	0	0	0	0	0.02112497	0.0014448	0	0	0.001614724	0.000869259	0	0.00074238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Proteus_vulgaris	0	0	0	0	0	0	0	0	0.004434805	0	0	0	0.005848858	0.010942889	0	0	0.002706178	0.002059151	0	0.0043309	0	0	0	0.004532152	0.008130269	0.002680292	0.00526101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Providencia_alcalifaciens	0	0	0	0	0	0	0	0	0	0	0	0	0.028561287	0	0	0	0.001365675	0	0	0	0.002521979	0.001272714	0	0.000524723	0.001542551	0.000996855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Serratia_grimesii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001846171	0	0	0	0	0	0.000627503	0	0.001154241	0.002298777	0.00067384	0.000572766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Yersinia_bercovieri	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003375863	0	0	0	0	0	0	0	0.010332932	0.001698737	0	0.000735686	0.001394298	0.002653171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shewanella_algae	0	0	0	0	0	0	0	0.022861521	0	0	0	0	0	0	0.052834071	0	0.003968381	0.002950248	0	0.003220031	0	0.001126921	0	0	0.002006053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shewanella_woodyi	0	0	0	0	0.03884394	0	0.057048791	0	0	0	0	0	0	0	0	0.002502839	0	0	0.002410581	0.003631611	0	0.001716555	0	0	0.00097648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Photobacterium_halotolerans	0	0	0	0.025807207	0	0	0	0	0	0	0	0	0	0	0	0.01356393	0	0.004087806	0	0	0	0	0	0	0.001804918	0.010732747	0.001546222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Salinivibrio_siamensis	0	0	0	0	0	0	0	0	0	0.004755579	0	0	0	0	0	0	0	0	0.003409036	0	0	0.002834687	0	0	0.001853361	0.001772323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vibrio_coralliirubri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007122498	0	0	0.001938493	0	0	0	0	0	0	0.000888612	0.002591837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vibrio_diabolicus	0	0	0	0	0	0	0.03619934	0	0	0	0.002676697	0	0	0.005307547	0	0	0	0	0	0.001047875	0.000190525	0	0	0	0	0.000297225	0.002845961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vibrio_mediterranei	0	0	0	0	0.025296169	0	0	0	0	0	0.014308361	0	0	0	0	0.004407964	0.011112864	0	0	0.007311554	0.004796415	0	0.003387756	0	0.000974542	0.00084469	0.000545091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vibrio_sp013394185	0	0	0	0	0	0	0	0	0	0	0.023870392	0	0	0	0	0	0	0	0	0	0.000937168	0	0.014195324	0	0.00081707	0.000761195	0.00101378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KS41_sp903839855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001540036	0.004405624	0.002825823	0.037381107	0.001378674	0	0	0.002682375	0.001279619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KS41_sp903917345	0	0	0	0	0	0.009422107	0	0	0.009960624	0	0	0.012831314	0	0	0	0	0.003586467	0	0.00317646	0.005297154	0	0	0.002372376	0.005205062	0	0.007586157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methylobacter_A_sp903832775	0	0	0	0	0	0	0	0	0.00437813	0	0	0	0	0	0	0	0.002026464	0.003314172	0	0.000674363	0	0.004956954	0.001521513	0	0.008485388	0.000785882	0.001760447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methylomonas_methanica_A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000991158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
